IP,Protocol,Attack Type,DateTime,Interactions,Port,Severity,Response Time,Packet Size,Origin Country,Detected By
198.51.100.5,TCP,DDoS,2025-02-12 10:46:52,361,80,Critical,1551,1216,China,IPS
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,157,443,Critical,815,958,Brazil,Firewall
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,90,21,High,32,313,UK,Firewall
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,109,67,High,64,649,USA,Antivirus
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,139,21,High,88,245,France,Firewall
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,84,21,High,76,279,China,Firewall
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,53,443,Critical,291,514,Germany,Firewall
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,90,22,High,90,225,Canada,Firewall
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,206,443,Critical,243,1087,USA,Firewall
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,396,53,High,1171,1060,Germany,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,105,67,High,196,1098,France,Antivirus
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,159,21,High,35,234,India,Firewall
198.51.100.5,TCP,DDoS,2025-02-12 10:46:52,183,22,Critical,1654,1312,Brazil,IPS
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,198,0,Medium,361,1484,India,IPS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,118,443,Critical,716,915,China,Firewall
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,253,21,High,31,442,Canada,Firewall
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,196,0,Medium,502,1293,Japan,IPS
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,65,80,Medium,93,222,Russia,SIEM
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,68,80,Medium,108,290,USA,SIEM
192.0.2.6,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,19,80,Medium,60,220,USA,SIEM
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,51,21,High,12,369,UK,Firewall
172.20.30.40,HTTPS,Zero-Day,2025-02-12 10:46:52,41,443,Critical,417,760,Russia,SIEM
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,114,21,High,30,379,USA,Firewall
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,192,22,High,69,407,Brazil,Firewall
10.0.0.2,HTTPS,Zero-Day,2025-02-12 10:46:52,10,443,Critical,432,626,Brazil,SIEM
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,37,80,High,126,856,China,SIEM
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,349,0,Medium,397,1067,Japan,IPS
192.168.100.10,UDP,DDoS,2025-02-12 10:46:52,389,123,Critical,660,1256,India,IPS
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,500,123,Critical,806,1434,France,IPS
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,116,21,High,329,672,Canada,Antivirus
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,237,0,Medium,233,1107,Brazil,IPS
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,70,53,Medium,138,309,Russia,IDS
203.0.113.4,TCP,Brute Force,2025-02-12 10:46:52,218,80,High,18,216,Germany,Firewall
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,227,0,Medium,199,1364,Canada,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,68,25,Medium,118,663,UK,IDS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,157,123,High,77,1087,Germany,Antivirus
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,127,443,Critical,830,1169,USA,Firewall
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,47,53,Medium,85,353,China,IDS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,64,21,High,66,562,India,Antivirus
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,220,53,Critical,1387,1473,Brazil,IPS
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,299,22,High,74,235,China,Firewall
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,100,443,Critical,773,535,France,Firewall
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,170,68,High,155,1030,Canada,Antivirus
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,129,0,Medium,465,1424,India,IPS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,398,68,Critical,1973,1467,India,IPS
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,347,0,Medium,143,1251,Japan,IPS
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,108,53,High,148,1116,France,Antivirus
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,198,0,Medium,176,1434,China,IPS
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,140,21,High,98,418,Brazil,Firewall
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,28,53,Medium,183,547,UK,IDS
192.168.100.10,SSH,Unauthorized Access,2025-02-12 10:46:52,141,22,High,170,257,Canada,Firewall
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,233,443,Critical,1301,1240,China,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,43,68,High,172,618,Germany,Antivirus
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,43,443,Critical,390,686,Germany,SIEM
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,298,21,High,66,495,Brazil,Firewall
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,53,80,High,236,348,USA,SIEM
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,135,443,Critical,936,969,Canada,Firewall
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,416,0,Critical,1253,1306,Germany,IPS
10.10.10.10,TCP,Brute Force,2025-02-12 10:46:52,148,21,High,91,434,Germany,Firewall
10.10.10.10,FTP,Malware,2025-02-12 10:46:52,131,21,High,330,1107,India,Antivirus
172.16.5.3,HTTPS,Zero-Day,2025-02-12 10:46:52,5,443,Critical,328,878,India,SIEM
203.0.113.4,TCP,Brute Force,2025-02-12 10:46:52,240,22,High,39,426,Canada,Firewall
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,140,0,Medium,515,1427,India,IPS
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,69,443,Critical,374,1485,France,Firewall
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,80,53,Medium,86,538,UK,IDS
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,162,22,High,44,215,Canada,Firewall
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,144,22,High,195,329,India,Firewall
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,130,21,High,130,808,France,Antivirus
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,116,21,High,93,486,France,Firewall
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,101,80,High,275,904,Germany,SIEM
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,128,22,High,153,626,Canada,Firewall
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,130,22,High,116,653,Russia,Firewall
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,56,22,High,107,625,Germany,Firewall
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,41,80,Medium,196,281,India,SIEM
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,466,443,Critical,986,1245,UK,IPS
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,131,22,High,206,465,Brazil,Firewall
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,80,443,Critical,410,1036,Japan,Firewall
172.16.5.3,SSH,Brute Force,2025-02-12 10:46:52,298,22,High,14,498,China,Firewall
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,31,80,High,112,781,Canada,SIEM
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,89,53,Medium,72,349,Russia,IDS
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,288,0,Medium,358,1428,Russia,IPS
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,228,443,Critical,689,662,China,Firewall
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,26,443,Critical,123,400,UK,SIEM
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,41,80,High,191,796,Russia,SIEM
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,44,443,Critical,776,1107,Russia,SIEM
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,140,21,High,309,702,France,Antivirus
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,127,22,High,223,213,France,Firewall
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,220,22,Critical,970,1330,UK,IPS
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,78,80,High,112,615,Russia,SIEM
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,150,53,Critical,1288,1331,India,IPS
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,236,80,Critical,1801,1438,China,IPS
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,193,0,Critical,1799,1274,Germany,IPS
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,189,80,High,44,281,UK,Firewall
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,138,443,Critical,987,695,China,Firewall
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,88,53,Medium,122,474,Germany,IDS
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,54,53,Medium,169,505,Russia,IDS
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,37,443,Critical,510,624,Germany,SIEM
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,195,21,High,76,347,India,Firewall
198.51.100.5,HTTP,SQL Injection,2025-02-12 10:46:52,143,80,High,256,956,India,SIEM
172.20.30.40,TCP,Brute Force,2025-02-12 10:46:52,171,22,High,83,487,UK,Firewall
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,100,80,Medium,41,578,UK,SIEM
192.168.100.10,UDP,Malware,2025-02-12 10:46:52,176,68,High,247,902,Germany,Antivirus
198.51.100.5,HTTP,SQL Injection,2025-02-12 10:46:52,50,80,High,191,333,Japan,SIEM
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,75,21,High,191,849,Canada,Antivirus
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,105,443,Critical,752,898,Brazil,Firewall
172.20.30.40,TCP,Brute Force,2025-02-12 10:46:52,208,443,High,43,485,Germany,Firewall
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,167,53,High,163,657,Japan,Antivirus
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,52,22,High,242,417,Brazil,Firewall
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,26,53,Medium,192,318,Japan,IDS
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,50,80,High,234,964,India,SIEM
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,126,0,Critical,720,1451,China,IPS
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,176,53,High,262,1029,UK,Antivirus
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,54,80,High,246,372,USA,SIEM
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,117,80,High,236,825,Canada,SIEM
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,110,80,Medium,21,259,Brazil,SIEM
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,25,80,High,177,379,Canada,SIEM
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,116,67,Critical,1450,1316,Brazil,IPS
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,188,443,Critical,632,664,UK,Firewall
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,130,21,High,31,298,Germany,Firewall
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,89,53,Medium,108,281,USA,IDS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,155,25,Critical,1150,1281,Germany,IPS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,40,443,Critical,816,1279,Germany,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,375,0,Medium,387,1148,Japan,IPS
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,98,80,High,180,706,France,SIEM
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,185,67,Critical,1205,1437,Brazil,IPS
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,71,80,High,97,927,UK,SIEM
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,154,21,High,336,1002,Russia,Antivirus
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,80,22,High,54,401,Brazil,Firewall
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,115,21,High,28,405,Germany,Firewall
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,22,80,High,103,789,France,SIEM
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,445,53,High,1077,1420,China,IPS
10.0.0.2,TCP,Port Scanning,2025-02-12 10:46:52,27,25,Medium,36,610,Japan,IDS
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,108,80,High,140,949,USA,SIEM
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,114,443,Critical,995,1382,UK,IPS
10.0.0.2,DNS,DNS Amplification,2025-02-12 10:46:52,353,53,High,672,1498,Canada,IPS
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,140,21,High,57,425,Canada,Firewall
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,31,22,High,95,621,UK,Firewall
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,56,22,High,28,487,Japan,Firewall
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,138,22,High,226,506,France,Firewall
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,59,53,Medium,182,550,Canada,IDS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,133,443,Critical,218,1353,Brazil,Firewall
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,211,25,Critical,527,1238,UK,IPS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,67,53,Medium,92,494,Japan,IDS
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,140,80,High,248,906,China,SIEM
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,188,21,High,58,270,UK,Firewall
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,76,80,Medium,125,343,China,SIEM
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,23,443,Critical,415,779,UK,SIEM
10.0.0.2,TCP,Port Scanning,2025-02-12 10:46:52,80,21,Medium,117,310,India,IDS
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,174,21,High,55,207,France,Firewall
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,99,21,Medium,77,491,Japan,IDS
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,115,80,High,66,948,France,SIEM
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,75,53,Medium,142,579,USA,IDS
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,95,80,High,244,362,Brazil,SIEM
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,29,443,Critical,341,548,Germany,SIEM
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,224,21,High,94,475,UK,Firewall
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,40,25,Medium,100,586,Germany,IDS
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,112,80,Medium,39,513,UK,SIEM
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,115,53,High,563,1435,Brazil,IPS
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,81,123,High,172,894,Brazil,Antivirus
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,148,443,High,11,278,China,Firewall
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,109,22,High,45,505,Canada,Firewall
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,273,123,Critical,916,1276,Japan,IPS
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,215,53,High,337,1196,Japan,IPS
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,157,21,High,72,222,France,Firewall
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,127,21,High,263,823,Germany,Antivirus
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,298,53,Critical,978,1471,Japan,IPS
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,51,53,Medium,190,296,Canada,IDS
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,69,21,High,12,349,UK,Firewall
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,145,443,Critical,892,1270,China,Firewall
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,85,22,High,152,676,India,Firewall
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,36,22,High,228,315,India,Firewall
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,219,22,High,54,396,Japan,Firewall
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,53,22,High,78,416,India,Firewall
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,52,68,High,159,1099,UK,Antivirus
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,106,21,High,50,540,Canada,Antivirus
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,51,53,Medium,120,503,China,IDS
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,87,80,Medium,113,546,Brazil,SIEM
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,92,21,High,46,238,France,Firewall
172.16.5.3,HTTPS,Zero-Day,2025-02-12 10:46:52,28,443,Critical,245,877,France,SIEM
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,314,0,Critical,698,1324,China,IPS
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,121,80,Critical,1379,1269,China,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,24,443,Critical,123,625,Brazil,SIEM
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,185,68,Critical,796,1370,Japan,IPS
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,71,80,Medium,177,519,China,SIEM
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,222,21,High,24,277,USA,Firewall
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,41,53,High,140,1193,India,Antivirus
192.0.2.6,FTP,Brute Force,2025-02-12 10:46:52,106,21,High,97,334,Japan,Firewall
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,94,21,High,128,916,UK,Antivirus
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,380,443,Critical,1306,1331,UK,IPS
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,52,123,High,349,978,Germany,Antivirus
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,173,21,High,206,538,Canada,Antivirus
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,46,443,Critical,776,595,USA,SIEM
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,251,22,High,24,263,Russia,Firewall
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,25,80,Medium,39,427,UK,SIEM
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,23,80,Medium,39,222,USA,SIEM
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,488,80,Critical,1567,1303,Canada,IPS
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,20,80,High,102,840,Germany,SIEM
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,64,80,High,255,473,India,SIEM
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,324,0,Critical,1533,1252,India,IPS
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,336,53,Critical,1990,1301,China,IPS
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,174,21,High,55,983,France,Antivirus
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,176,21,High,56,534,Russia,Antivirus
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,133,80,Critical,1661,1246,Russia,IPS
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,158,123,High,199,788,Japan,Antivirus
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,392,0,Medium,353,1009,Japan,IPS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,48,53,Medium,48,396,India,IDS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,24,80,High,141,318,Canada,SIEM
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,114,21,High,98,225,Canada,Firewall
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,83,0,Medium,569,1162,India,IPS
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,35,80,High,217,848,Brazil,SIEM
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,230,0,Medium,348,1028,Russia,IPS
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,89,53,Medium,189,400,Germany,IDS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,30,22,High,34,263,UK,Firewall
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,40,80,High,165,691,Russia,SIEM
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,38,53,Medium,64,569,Japan,IDS
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,237,22,High,20,328,Japan,Firewall
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,167,0,Critical,1243,1344,USA,IPS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,167,22,High,193,413,China,Firewall
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,34,53,Medium,45,235,India,IDS
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,95,443,Medium,104,583,UK,IDS
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,68,80,High,250,340,Japan,SIEM
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,14,443,Critical,758,1116,France,SIEM
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,120,21,High,46,294,France,Firewall
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,166,0,Critical,681,1248,Brazil,IPS
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,116,80,High,50,562,Brazil,SIEM
172.16.5.3,TCP,Brute Force,2025-02-12 10:46:52,152,21,High,64,365,France,Firewall
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,106,25,High,48,421,Brazil,Firewall
192.168.100.10,UDP,DDoS,2025-02-12 10:46:52,324,67,Critical,787,1396,Russia,IPS
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,140,0,Medium,242,1452,France,IPS
198.51.100.5,TCP,Brute Force,2025-02-12 10:46:52,274,21,High,17,490,UK,Firewall
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,106,80,High,117,462,Canada,SIEM
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,334,123,Critical,835,1409,USA,IPS
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,64,80,High,136,879,India,SIEM
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,122,22,High,61,269,Germany,Firewall
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,89,80,High,299,927,UK,SIEM
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,136,443,Critical,914,1265,Brazil,Firewall
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,128,123,High,56,637,Canada,Antivirus
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,148,21,High,192,1039,UK,Antivirus
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,304,443,Critical,1401,1480,UK,IPS
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,492,0,Critical,1091,1261,Canada,IPS
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,83,80,High,257,330,France,SIEM
192.168.100.10,SSH,Unauthorized Access,2025-02-12 10:46:52,97,22,High,230,207,UK,Firewall
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,197,443,Critical,410,625,Japan,Firewall
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,137,0,Medium,753,1063,UK,IPS
192.168.100.10,DNS,DNS Spoofing,2025-02-12 10:46:52,40,53,Medium,145,369,Germany,IDS
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,284,0,Critical,507,1284,Germany,IPS
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,250,21,High,90,323,Canada,Firewall
198.51.100.5,HTTP,SQL Injection,2025-02-12 10:46:52,146,80,High,148,956,China,SIEM
203.0.113.4,FTP,Malware,2025-02-12 10:46:52,175,21,High,57,648,India,Antivirus
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,98,53,Medium,183,246,Japan,IDS
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,34,53,Medium,61,390,USA,IDS
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,89,443,Critical,798,1196,Russia,Firewall
10.10.10.10,TCP,Port Scanning,2025-02-12 10:46:52,27,22,Medium,81,201,Germany,IDS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,50,80,High,226,897,Brazil,SIEM
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,195,53,High,262,838,Brazil,Antivirus
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,32,123,High,104,994,China,Antivirus
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,315,0,Medium,679,1050,Japan,IPS
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,349,22,Critical,1293,1362,India,IPS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,15,443,Critical,397,1022,UK,SIEM
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,142,22,High,106,679,Germany,Firewall
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,235,53,High,335,1381,Russia,IPS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,180,21,High,288,569,France,Antivirus
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,322,53,High,682,1162,India,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,458,67,Critical,843,1454,Canada,IPS
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,300,0,Medium,366,1131,Germany,IPS
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,381,0,Critical,981,1393,Japan,IPS
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,112,80,Medium,175,446,India,SIEM
172.16.5.3,TCP,Port Scanning,2025-02-12 10:46:52,13,21,Medium,41,512,Japan,IDS
